section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_ans
Logical Reasoning,Logical,Medium,Data sufficiency: Is x>y? I: x=y+2. II: x+y=10. Which statement is sufficient?,Statement I alone,Statement II alone,Both together,Neither,A
Logical Reasoning,Logical,Medium,Data sufficiency: What is value of x? I: 2x+y=10. II: x-y=2. Which is sufficient?,Both together,Neither,Statement I,Statement II,A
Logical Reasoning,Logical,Medium,Logical puzzle: P is Q's brother. Q is R's wife. S is R's son. How is P related to S?,Uncle,Father,Brother,Cousin,A
Logical Reasoning,Logical,Medium,"Blood relation: If A+B means A is mother of B, A-B means A is brother of B, A*B means A is sister of B, then P+Q-R*S means P is __ of S?",Maternal aunt,Mother,Uncle,Niece,A
Logical Reasoning,Logical,Medium,"Figure series: In a pattern of squares increasing by 1 each step: 1,4,9,16,__?",25,20,36,30,A
Logical Reasoning,Logical,Medium,Spatial reasoning: A cube painted red on all faces and cut into 27 equal cubes. How many have paint on exactly 2 faces?,12,8,6,24,A
Logical Reasoning,Logical,Medium,"Spatial reasoning: Same cube, how many have 3 painted faces?",8,12,6,4,A
Logical Reasoning,Logical,Medium,"Spatial reasoning: Same cube, how many have no paint?",1,8,6,27,A
Logical Reasoning,Logical,Medium,"Number series: 3, 5, 9, 17, 33, ?",65,63,61,67,A
Logical Reasoning,Logical,Medium,"Number series: 2, 6, 18, 54, 162, ?",486,324,648,243,A
Logical Reasoning,Logical,Medium,"Number series: 10, 14, 18, 22, ?",26,24,28,30,A
Logical Reasoning,Logical,Medium,"Missing number: 1,1,2,3,5,8,13,21,__?",34,35,30,40,A
Logical Reasoning,Logical,Medium,"Number pattern: 120, 100, 82, 66, ?",52,54,50,56,A
Logical Reasoning,Logical,Medium,"Blood relation: Pointing to man, woman says he is son of only son of my grandfather. How is she related?",Sister,Cousin,Daughter,Aunt,A
Logical Reasoning,Logical,Medium,Blood relation: If X is son of Y's uncle and Z is wife of Y. How is X related to Z's husband?,Cousin,Nephew,Brother,Uncle,A
Logical Reasoning,Logical,Medium,"Direction: Starting East, turn right 90°, then 180°, then 270°. Final direction?",North,South,East,West,A
Logical Reasoning,Logical,Medium,"Direction: Walk 4 km West, turn 90° left, walk 3 km. Then 90° right, walk 4 km East. Where?",3km North of start,3km South,Same place,6km West,A
Logical Reasoning,Logical,Medium,Clock: At 12:20 what is angle between hands?,110°,100°,120°,90°,A
Logical Reasoning,Logical,Medium,Syllogism: No chairs are tables. All tables are wooden. Conclusion?,No chair is wooden,Some chairs are wooden,All wooden are tables,Cannot conclude for chairs,D
Logical Reasoning,Logical,Medium,Input-Output: Step1: INPUT > APPLES. Step2: Reverse each word. APPLES>?,SELPPA,APPLE,SAPPLE,AELSPP,A
Logical Reasoning,Logical,Medium,Ranking: In queue P is 7th from front and 13th from back. How long is queue?,19,20,18,17,A
Logical Reasoning,Logical,Medium,"If the day before yesterday was Saturday, what day will be day after tomorrow?",Wednesday,Thursday,Tuesday,Friday,A
Logical Reasoning,Logical,Medium,Seating: 8 people in circle. A sits 3 left of B and 5 right of B. People between them on other side?,4,3,2,5,A
Logical Reasoning,Logical,Medium,Number analogy: 16:4 :: 81:?,9,27,18,3,A
Logical Reasoning,Logical,Medium,Letter analogy: ACE:BDF :: GIK:?,HJL,IJK,GHI,HIJ,A
Logical Reasoning,Logical,Medium,"If FRIEND is coded 1234, FIEND is?",12234,12034,12340,1234,A
Logical Reasoning,Logical,Medium,"Coding: In a certain code 'sky is blue' = 315, 'blue is water' = 625, 'water is life' = 472. What is code for 'blue'?",5,2,3,6,A
Logical Reasoning,Logical,Medium,"Statement: The more you read, the more you know. If John reads a lot, then?",John knows a lot,John will be smart,Reading is hard,Cannot determine,A
Logical Reasoning,Logical,Medium,"Venn: A has 20 in A only, 10 in A and B only, 5 in A and B and C, 3 in A and C only. Total in A?",38,35,30,40,A
Logical Reasoning,Logical,Medium,"Series: BAD, CBE, DCF, ?",EDG,EDF,EEG,DEG,A
Logical Reasoning,Logical,Medium,"Series: 1Z, 2Y, 3X, ?",4W,4V,5W,3V,A
Logical Reasoning,Logical,Medium,"Matrix reasoning: Row1:2,4,8; Row2:3,9,27; Row3:4,16,__?",64,32,48,128,A
Logical Reasoning,Logical,Medium,"Logical: If no criminals are honest and some lawyers are criminals, are some lawyers dishonest?",Yes,No,Cannot determine,Maybe,A
Logical Reasoning,Logical,Medium,"If P>Q, Q>R, R>S, then which is always true?",P>S,S>P,P=S,P<S,A
Logical Reasoning,Logical,Medium,"Data: P≠Q, Q<R, R≤P. Which is true?",P≥Q,Q≥R,R>P,Cannot say,A
Logical Reasoning,Logical,Medium,"If a=b+c, b=c+d, c=5, d=3. Then a=?",16,13,8,11,A
Logical Reasoning,Logical,Medium,"Find A: A×B=12, A+B=7. (positive integers)",4 or 3,6,2,5,A
Logical Reasoning,Logical,Medium,Distance: A and B are 100km apart. Trains start simultaneously at 40km/h and 60km/h. Meet after?,1h,2h,1.5h,0.5h,A
Logical Reasoning,Logical,Medium,Passage reasoning: Only birds can fly. Eagles can fly. Therefore?,Eagles are birds,Birds are eagles,Some birds can't fly,Eagles can't fly,A
Logical Reasoning,Logical,Medium,"Conditional: If it rains, the match is cancelled. Match was not cancelled. Therefore?",It did not rain,It rained,Match was played,Cannot say,A
Logical Reasoning,Logical,Medium,"Series: 7, 11, 16, 22, 29, ?",37,36,38,40,A
Logical Reasoning,Logical,Medium,Analogy: Author:Book :: Sculptor:?,Statue,Paint,Drawing,Poem,A
Logical Reasoning,Logical,Medium,Analogy: Oxygen:Combustion :: Food:?,Life,Water,Energy,Air,C
Logical Reasoning,Logical,Medium,"Find missing: 3, 6, ?, 24, 48",12,9,18,15,A
Logical Reasoning,Logical,Medium,"Find missing: 2, 5, 11, 23, ?",47,45,41,43,A
Logical Reasoning,Logical,Medium,"Which does not fit: Violin, Guitar, Flute, Sitar",Flute,Guitar,Violin,Sitar,A
Logical Reasoning,Logical,Medium,"Which does not fit: Pen, Pencil, Chalk, Eraser",Eraser,Pen,Chalk,Pencil,A
Logical Reasoning,Logical,Medium,"Which does not fit: Mercury, Venus, Earth, Moon",Moon,Mercury,Venus,Earth,A
Logical Reasoning,Logical,Medium,"Which number does not fit: 11, 22, 33, 44, 55, 56",56,22,33,44,A
Logical Reasoning,Logical,Medium,"Which word does not fit: Bold, Italic, Underline, Font, Strike-through",Font,Bold,Italic,Underline,A
Logical Reasoning,Logical,Medium,Logical: All roses are flowers. Some flowers fade quickly. Therefore?,Some roses may fade quickly,All roses fade,No rose fades,Cannot say,A
Logical Reasoning,Logical,Medium,"Pattern: ?, 2, 6, 24, 120",1,0,3,2,A
Logical Reasoning,Logical,Medium,"Pattern: 1, 2, 4, 7, 11, 16, ?",22,20,24,18,A
Logical Reasoning,Logical,Medium,Input: Machine does X→Y→Z in 3 steps. Output of ABC in step 2?,Step-specific,ABC,CBA,BAC,C
Logical Reasoning,Logical,Medium,Which conclusion follows: No P is Q. All Q are R. Some R are S.,No P is R,Some S are Q,Some R may not be Q,All P are S,C
Logical Reasoning,Logical,Medium,Statement: All students work hard. Ram is a student. Conclusion?,Ram works hard,Ram is lazy,Students are smart,Cannot say,A
Logical Reasoning,Logical,Medium,"If A is the mother of B and C, C is married to D. D is the son of E. How is E related to A?",In-law,Brother,Uncle,Son,A
Logical Reasoning,Logical,Medium,6 people in circle. A opposite B. C between A and D. Who is between B and D?,E or F,C,A,D,A
Logical Reasoning,Logical,Medium,"Series: ACE, FHJ, KMO, ?",PRT,QSU,OQS,NPS,A
Logical Reasoning,Logical,Medium,"Number grid: 2 4 6 / 3 9 27 / 4 16 64. Pattern of last column: 6, 27, 64. Next?",125,100,216,64,A
Logical Reasoning,Logical,Medium,"In a group: 12 like A, 18 like B, 8 like both. How many like at least one?",22,26,30,20,A
Logical Reasoning,Logical,Medium,Analogy: 36:6 :: 196:?,14,13,16,12,A
Logical Reasoning,Logical,Medium,Analogy: BCDA:CDAB :: EFGH:?,FGHE,GHEF,HGFE,FGEH,B
Logical Reasoning,Logical,Medium,"Blood relation: If A*B means A is father of B, A/B means A is mother, A+B means A is brother. P*Q/R+S means P is __ of S?",Grandfather,Father,Grandmother,Uncle,A
Logical Reasoning,Logical,Medium,"Missing: 2, 3, 7, 45, ?",2027,342,1800,3430,A
Logical Reasoning,Logical,Medium,"Missing: 1, 2, 6, 24, 120, ?",720,600,840,480,A
Logical Reasoning,Logical,Medium,Statement conclusion: Some A are B. All B are C. Some C are D. Therefore: Some A are C – True?,True,False,Cannot say,Partially true,A
Logical Reasoning,Logical,Medium,"If x=3, y=4, z=5. Value of x²+y²+z²?",50,25,30,40,A
Logical Reasoning,Logical,Medium,"Floor puzzle: A lives above B, below C, D lives above C. Order top to bottom?","D,C,A,B","C,D,A,B","D,C,B,A","A,C,D,B",A
Logical Reasoning,Logical,Medium,Coding: ABCD in reverse gives DCBA. PQRS reversed is?,SRQP,RSPQ,SQRP,PSRQ,A
Logical Reasoning,Logical,Medium,"Coding: TALK = 4, WALK = 4. CHALK = ?",5,6,4,7,A
Logical Reasoning,Logical,Medium,"Which is different: A, E, I, O, B?",B,A,E,O,A
Logical Reasoning,Logical,Medium,"Series: 2,4,8,16,__?",32,64,24,12,A
Logical Reasoning,Logical,Medium,Analogy: Pen:Ink :: Lamp:?,Light,Oil,Fire,Candle,B
Logical Reasoning,Logical,Medium,"Coding: If A=2, B=3... Z=27. FACE = ?",27,28,26,29,A
Logical Reasoning,Logical,Medium,Clock: At 3:00 angle between hands?,90°,60°,45°,180°,A
Logical Reasoning,Logical,Medium,"Ranking: If Priya is 8th from top and 14th from bottom, total?",21,20,22,19,A
Logical Reasoning,Logical,Medium,Analogy: 3:12 :: 7:?,28,21,35,56,A
Logical Reasoning,Logical,Medium,"Direction: Face N, turn 90° right, turn 180°. Now facing?",West,East,South,North,A
Logical Reasoning,Logical,Medium,Blood rel: A is B's brother. C is A's son. D is C's sister. D is B's?,Niece,Nephew,Daughter,Cousin,A
Logical Reasoning,Logical,Medium,"Odd one out: Mango, Apple, Banana, Carrot?",Carrot,Mango,Apple,Banana,A
Logical Reasoning,Logical,Medium,"Next: 1,3,6,10,15,__?",21,18,20,25,A
Logical Reasoning,Logical,Medium,Analogy: Chair:Furniture :: Pen:?,Stationery,Office,Ink,Write,A
Logical Reasoning,Logical,Medium,Syllogism: All S are P. No P is Q. Therefore?,No S is Q,All Q are S,Some S are Q,Cannot say,A
Logical Reasoning,Logical,Medium,"Letter: CBA, FED, IHG, __?",LKJ,KJI,JKL,KLM,A
Logical Reasoning,Logical,Medium,"Number: 9,27,81,243,__?",729,486,324,972,A
Logical Reasoning,Logical,Medium,"Odd one out: Jupiter, Saturn, Earth, Sun",Sun,Jupiter,Earth,Saturn,A
Logical Reasoning,Logical,Medium,"Odd one out: 14, 21, 28, 35, 45",45,14,21,28,A
Logical Reasoning,Logical,Medium,Analogy: Sword:Fight :: Pen:?,Write,Draw,Read,Erase,A
Logical Reasoning,Logical,Medium,"Direction: Go South 5km, East 5km, North 5km. Where?",5km East,5km West,Same spot,10km North,A
Logical Reasoning,Logical,Medium,"Blood rel: P is Q's mother, Q is R's brother, S is Q's father. R's uncle?",S's brother,P's brother,Q's brother,,B
Logical Reasoning,Logical,Medium,"Pattern: 2,3,5,8,13,21,__?",34,30,32,28,A
Logical Reasoning,Logical,Medium,Coding: INDIA = 9+14+4+9+1 = ?,37,36,38,40,A
Logical Reasoning,Logical,Medium,Analogy: Sheep:Flock :: Fish:?,Shoal,Herd,Pack,School,A
Logical Reasoning,Logical,Medium,Clock hands at 90° between 3-4pm at?,3:32.72,3:30,3:15,3:45,A
Logical Reasoning,Logical,Medium,"Series: AAB, BBC, CCD, __?",DDE,EEF,DDC,DEF,A
Logical Reasoning,Logical,Medium,Syllogism: All dogs bark. Doggo is a dog. Therefore?,Doggo barks,Doggo is quiet,All barking things are dogs,,A
Logical Reasoning,Logical,Medium,"Arrangement: 7 people. A is 4th from left, B is 4th from right. People between?",2,3,1,4,A
Logical Reasoning,Logical,Medium,Calendar: Feb 14 is Wednesday 2024 (leap). What is March 14?,Friday,Thursday,Wednesday,Saturday,A
Logical Reasoning,Logical,Medium,"Number: Find missing: 5,__,17,26,37?",10,9,11,12,A
Logical Reasoning,Logical,Medium,Direction: A is North of B. C is East of B. D is South of C. Relation A to D?,NW,NE,SW,SE,B
Logical Reasoning,Logical,Medium,"Number: 3×3, 5×5, 7×7, __×__?",9×9,8×8,10×10,11×11,A
Logical Reasoning,Logical,Medium,"Blood rel: If A+B = A is husband of B, A-B = A is father of B. P+Q-R means?",P is grandfather of R,P is father of R,Q is grandfather of R,R is son of P,A
Logical Reasoning,Logical,Medium,Coding: PENCIL in reverse?,LICNEP,LICPNE,LINCEP,PECLNI,A
Logical Reasoning,Logical,Medium,"Odd one out: Cricket, Football, Chess, Basketball",Chess,Cricket,Football,Basketball,A
Logical Reasoning,Logical,Medium,"Series: 1,2,4,7,11,16,22,__?",29,28,30,27,A
Logical Reasoning,Logical,Medium,Analogy: Cup:Lips :: Glass:?,Mouth,Hand,Throat,Face,A
Logical Reasoning,Logical,Medium,"Venn: 30 play A, 25 play B, 15 both. Total?",40,45,55,50,A
Logical Reasoning,Logical,Medium,Ranking: X is 5th from both ends. Total?,9,10,8,11,A
Logical Reasoning,Logical,Medium,Figure: Dot inside circle inside square. Which shape is outermost?,Square,Circle,Triangle,Dot,A
Logical Reasoning,Logical,Medium,"Missing: 64, 49, 36, 25, __?",16,9,12,18,A
Logical Reasoning,Logical,Medium,Statement: Birds lay eggs. Eagles are birds. Eagle A lays egg B. Conclusion?,True,False,Cannot say,Partially,A
Logical Reasoning,Logical,Medium,Analogy: Cold:Fever :: War:?,Peace,Destruction,Hunger,Inflation,B
Logical Reasoning,Logical,Medium,"If MANGO coded as 13+1+14+7+15=50, APPLE=?",50,51,52,53,A
Logical Reasoning,Logical,Medium,3 friends in circle. A left of B. B left of C. Who is right of C?,A,B,C,Cannot say,A
Logical Reasoning,Logical,Medium,"Number series: 0,5,14,27,44,__?",65,60,70,55,A
Logical Reasoning,Logical,Medium,Analogy: 25:5 :: 64:?,8,16,32,4,A
Logical Reasoning,Logical,Medium,Logical: If no war then peace. There is war. Therefore?,No peace,Peace exists,Cannot conclude,Both,A
Logical Reasoning,Logical,Medium,Coding: Each letter replaced by next. BAD = ?,CBE,BCE,ACE,CAE,A
Logical Reasoning,Logical,Medium,Age: A is 10yr older than B. Sum of ages = 50. A's age?,30,25,35,20,A
Logical Reasoning,Logical,Medium,Analogy: Diamond:Carbon :: Rust:?,Iron Oxide,Iron,Oxygen,Moisture,A
Logical Reasoning,Logical,Medium,"Venn: Set A={1,2,3,4}, B={3,4,5,6}. A∩B?","{3,4}","{1,2,5,6}","{1,2,3,4,5,6}",{},A
Logical Reasoning,Logical,Medium,"Number: 11, 17, 23, 29, __?",35,31,37,33,A
Logical Reasoning,Logical,Medium,"Odd one out: January, March, May, July, September",September,January,March,May,A
Logical Reasoning,Logical,Medium,Direction: Stand facing friend. Your right is friend's?,Left,Right,Front,Back,A
Logical Reasoning,Logical,Medium,Clock: How many times in a day do clock hands form right angle?,44,22,48,24,A
Logical Reasoning,Logical,Medium,"Missing number in 3×3: Row1:1,2,3; Row2:4,5,6; Row3:7,8,__?",9,10,8,12,A
Logical Reasoning,Logical,Medium,Analogy: Flower:Fragrance :: Sun:?,Light,Heat,Energy,Warmth,A
Logical Reasoning,Logical,Medium,Coding: COMPUTER reversals = ?,RETUPMOC,COMPUTOR,COMRUTER,RETUMPC,A
Logical Reasoning,Logical,Medium,Statement: All glass is fragile. This is glass. Conclusion?,This is fragile,All fragile is glass,Some glass is not fragile,Cannot say,A
Logical Reasoning,Logical,Medium,"Seating: 8 in row, D is exactly in middle. D's position from left?",4th or 5th,4th,5th,Cannot say,C
Logical Reasoning,Logical,Medium,"Number: __,3,8,15,24,35?",0,1,2,-1,A
Logical Reasoning,Logical,Medium,Analogy: Novelist:Fiction :: Journalist:?,News,Paper,Ink,Printer,A
Logical Reasoning,Logical,Medium,Ranking: 50 students. P is 25th from bottom. From top?,26th,25th,27th,24th,A
Logical Reasoning,Logical,Medium,"If Jan 1 Mon, Oct 1 is?",Tuesday,Wednesday,Monday,Thursday,A
Logical Reasoning,Logical,Medium,Floor: 6 floors. A is above B but below C. D is above C. E is between B and A. F is above D. Top?,F,D,C,A,A
Logical Reasoning,Logical,Medium,Pattern: △□○△□○__?,△,○,□,×,A
Logical Reasoning,Logical,Medium,"Number: 6,10,18,34,66,__?",130,128,132,124,A
Logical Reasoning,Logical,Medium,Coding: FLOW coded as GMPX. BIRD = ?,CJSE,CIRE,BJSE,CJRE,A
Logical Reasoning,Logical,Medium,"Odd one out: Square, Rectangle, Rhombus, Cone",Cone,Square,Rectangle,Rhombus,A
Logical Reasoning,Logical,Medium,Syllogism: Some cats are white. All white things are small. Conclusion?,Some cats are small,All cats are small,No cat is small,Cannot say,A
Logical Reasoning,Logical,Medium,Analogy: Driver:Car :: Pilot:?,Aeroplane,Airport,Cockpit,Fuel,A
Logical Reasoning,Logical,Medium,"Age problem: Difference 4 years. In 5 years, older is twice younger. Ages?",3 and 7,4 and 8,2 and 6,5 and 9,A
Logical Reasoning,Logical,Medium,Blood rel: A's son is B. C is B's cousin. D is C's father. D and A are?,Siblings/cousins,Parent-child,Married,Unrelated,A
Logical Reasoning,Logical,Medium,"Series: B,D,G,K,P,__?",V,U,W,X,A
Logical Reasoning,Logical,Medium,"Number: 2,3,4,6,6,9,8,12,10,__?",15,14,16,13,A
Logical Reasoning,Logical,Medium,Analogy: Stethoscope:Doctor :: Trowel:?,Mason,Painter,Carpenter,Plumber,A
